[rosmaster.main][INFO] 2024-11-17 14:45:13,223: initialization complete, waiting for shutdown
[rosmaster.main][INFO] 2024-11-17 14:45:13,223: Starting ROS Master Node
[rosmaster.master][INFO] 2024-11-17 14:45:18,848: +PARAM [/camera/color/image_raw/compressedDepth/depth_quantization] by /camera/realsense2_camera_manager
[rosmaster.master][INFO] 2024-11-17 14:45:18,849: +PARAM [/camera/color/image_raw/compressedDepth/png_level] by /camera/realsense2_camera_manager
[rosmaster.master][INFO] 2024-11-17 14:45:18,849: +PARAM [/camera/color/image_raw/compressedDepth/depth_max] by /camera/realsense2_camera_manager
[rosmaster.master][INFO] 2024-11-17 14:45:18,850: +PARAM [/camera/color/image_raw/compressedDepth/depth_quantization] by /camera/realsense2_camera_manager
[rosmaster.master][INFO] 2024-11-17 14:45:18,851: +PARAM [/camera/color/image_raw/compressedDepth/png_level] by /camera/realsense2_camera_manager
[rosmaster.master][INFO] 2024-11-17 14:45:18,852: +PUB [/camera/color/image_raw/compressed] /camera/realsense2_camera_manager http://uav1-Default-string:38655/
[rosmaster.master][INFO] 2024-11-17 14:45:18,853: +SERVICE [/camera/color/image_raw/compressed/set_parameters] /camera/realsense2_camera_manager http://uav1-Default-string:38655/
[rosmaster.master][INFO] 2024-11-17 14:45:18,854: +PUB [/camera/color/image_raw/compressed/parameter_descriptions] /camera/realsense2_camera_manager http://uav1-Default-string:38655/
[rosmaster.master][INFO] 2024-11-17 14:45:18,855: +PUB [/camera/color/image_raw/compressed/parameter_updates] /camera/realsense2_camera_manager http://uav1-Default-string:38655/
[rosmaster.master][INFO] 2024-11-17 14:45:18,857: +PARAM [/camera/color/image_raw/compressed/format] by /camera/realsense2_camera_manager
[rosmaster.master][INFO] 2024-11-17 14:45:18,858: +PARAM [/camera/color/image_raw/compressed/jpeg_quality] by /camera/realsense2_camera_manager
[rosmaster.master][INFO] 2024-11-17 14:45:18,859: +PARAM [/camera/color/image_raw/compressed/png_level] by /camera/realsense2_camera_manager
[rosmaster.master][INFO] 2024-11-17 14:45:18,860: +PARAM [/camera/color/image_raw/compressed/format] by /camera/realsense2_camera_manager
[rosmaster.master][INFO] 2024-11-17 14:45:18,861: +PARAM [/camera/color/image_raw/compressed/jpeg_quality] by /camera/realsense2_camera_manager
[rosmaster.master][INFO] 2024-11-17 14:45:18,862: +PARAM [/camera/color/image_raw/compressed/png_level] by /camera/realsense2_camera_manager
[rosmaster.master][INFO] 2024-11-17 14:45:18,863: +PUB [/camera/color/image_raw] /camera/realsense2_camera_manager http://uav1-Default-string:38655/
[rosmaster.master][INFO] 2024-11-17 14:45:18,864: +PUB [/camera/color/image_raw/theora] /camera/realsense2_camera_manager http://uav1-Default-string:38655/
[rosmaster.master][INFO] 2024-11-17 14:45:18,865: +SERVICE [/camera/color/image_raw/theora/set_parameters] /camera/realsense2_camera_manager http://uav1-Default-string:38655/
[rosmaster.master][INFO] 2024-11-17 14:45:18,867: +PUB [/camera/color/image_raw/theora/parameter_descriptions] /camera/realsense2_camera_manager http://uav1-Default-string:38655/
[rosmaster.master][INFO] 2024-11-17 14:45:18,868: +PUB [/camera/color/image_raw/theora/parameter_updates] /camera/realsense2_camera_manager http://uav1-Default-string:38655/
[rosmaster.master][INFO] 2024-11-17 14:45:18,872: +PARAM [/camera/color/image_raw/theora/optimize_for] by /camera/realsense2_camera_manager
[rosmaster.master][INFO] 2024-11-17 14:45:18,873: +PARAM [/camera/color/image_raw/theora/target_bitrate] by /camera/realsense2_camera_manager
[rosmaster.master][INFO] 2024-11-17 14:45:18,874: +PARAM [/camera/color/image_raw/theora/quality] by /camera/realsense2_camera_manager
[rosmaster.master][INFO] 2024-11-17 14:45:18,874: +PARAM [/camera/color/image_raw/theora/keyframe_frequency] by /camera/realsense2_camera_manager
[rosmaster.master][INFO] 2024-11-17 14:45:18,876: +PARAM [/camera/color/image_raw/theora/optimize_for] by /camera/realsense2_camera_manager
[rosmaster.master][INFO] 2024-11-17 14:45:18,877: +PARAM [/camera/color/image_raw/theora/target_bitrate] by /camera/realsense2_camera_manager
[rosmaster.master][INFO] 2024-11-17 14:45:18,878: +PARAM [/camera/color/image_raw/theora/quality] by /camera/realsense2_camera_manager
[rosmaster.master][INFO] 2024-11-17 14:45:18,880: +PARAM [/camera/color/image_raw/theora/keyframe_frequency] by /camera/realsense2_camera_manager
[rosmaster.master][INFO] 2024-11-17 14:45:18,882: +PUB [/camera/color/camera_info] /camera/realsense2_camera_manager http://uav1-Default-string:38655/
[rosmaster.master][INFO] 2024-11-17 14:45:18,883: +PUB [/camera/color/metadata] /camera/realsense2_camera_manager http://uav1-Default-string:38655/
[rosmaster.master][INFO] 2024-11-17 14:45:18,885: +PUB [/camera/aligned_depth_to_color/image_raw/compressedDepth] /camera/realsense2_camera_manager http://uav1-Default-string:38655/
[rosmaster.master][INFO] 2024-11-17 14:45:18,886: +SERVICE [/camera/aligned_depth_to_color/image_raw/compressedDepth/set_parameters] /camera/realsense2_camera_manager http://uav1-Default-string:38655/
[rosmaster.master][INFO] 2024-11-17 14:45:18,887: +PUB [/camera/aligned_depth_to_color/image_raw/compressedDepth/parameter_descriptions] /camera/realsense2_camera_manager http://uav1-Default-string:38655/
[rosmaster.master][INFO] 2024-11-17 14:45:18,887: +PUB [/camera/aligned_depth_to_color/image_raw/compressedDepth/parameter_updates] /camera/realsense2_camera_manager http://uav1-Default-string:38655/
[rosmaster.master][INFO] 2024-11-17 14:45:18,890: +PARAM [/camera/aligned_depth_to_color/image_raw/compressedDepth/depth_max] by /camera/realsense2_camera_manager
[rosmaster.master][INFO] 2024-11-17 14:45:18,891: +PARAM [/camera/aligned_depth_to_color/image_raw/compressedDepth/depth_quantization] by /camera/realsense2_camera_manager
[rosmaster.master][INFO] 2024-11-17 14:45:18,891: +PARAM [/camera/aligned_depth_to_color/image_raw/compressedDepth/png_level] by /camera/realsense2_camera_manager
[rosmaster.master][INFO] 2024-11-17 14:45:18,892: +PARAM [/camera/aligned_depth_to_color/image_raw/compressedDepth/depth_max] by /camera/realsense2_camera_manager
[rosmaster.master][INFO] 2024-11-17 14:45:18,892: +PARAM [/camera/aligned_depth_to_color/image_raw/compressedDepth/depth_quantization] by /camera/realsense2_camera_manager
[rosmaster.master][INFO] 2024-11-17 14:45:18,892: +PARAM [/camera/aligned_depth_to_color/image_raw/compressedDepth/png_level] by /camera/realsense2_camera_manager
[rosmaster.master][INFO] 2024-11-17 14:45:18,893: +PUB [/camera/aligned_depth_to_color/image_raw/compressed] /camera/realsense2_camera_manager http://uav1-Default-string:38655/
[rosmaster.master][INFO] 2024-11-17 14:45:18,893: +SERVICE [/camera/aligned_depth_to_color/image_raw/compressed/set_parameters] /camera/realsense2_camera_manager http://uav1-Default-string:38655/
[rosmaster.master][INFO] 2024-11-17 14:45:18,893: +PUB [/camera/aligned_depth_to_color/image_raw/compressed/parameter_descriptions] /camera/realsense2_camera_manager http://uav1-Default-string:38655/
[rosmaster.master][INFO] 2024-11-17 14:45:18,894: +PUB [/camera/aligned_depth_to_color/image_raw/compressed/parameter_updates] /camera/realsense2_camera_manager http://uav1-Default-string:38655/
[rosmaster.master][INFO] 2024-11-17 14:45:18,894: +PARAM [/camera/aligned_depth_to_color/image_raw/compressed/format] by /camera/realsense2_camera_manager
[rosmaster.master][INFO] 2024-11-17 14:45:18,895: +PARAM [/camera/aligned_depth_to_color/image_raw/compressed/jpeg_quality] by /camera/realsense2_camera_manager
[rosmaster.master][INFO] 2024-11-17 14:45:18,895: +PARAM [/camera/aligned_depth_to_color/image_raw/compressed/png_level] by /camera/realsense2_camera_manager
[rosmaster.master][INFO] 2024-11-17 14:45:18,895: +PARAM [/camera/aligned_depth_to_color/image_raw/compressed/format] by /camera/realsense2_camera_manager
[rosmaster.master][INFO] 2024-11-17 14:45:18,895: +PARAM [/camera/aligned_depth_to_color/image_raw/compressed/jpeg_quality] by /camera/realsense2_camera_manager
[rosmaster.master][INFO] 2024-11-17 14:45:18,896: +PARAM [/camera/aligned_depth_to_color/image_raw/compressed/png_level] by /camera/realsense2_camera_manager
[rosmaster.master][INFO] 2024-11-17 14:45:18,896: +PUB [/camera/aligned_depth_to_color/image_raw] /camera/realsense2_camera_manager http://uav1-Default-string:38655/
[rosmaster.master][INFO] 2024-11-17 14:45:18,896: +PUB [/camera/aligned_depth_to_color/image_raw/theora] /camera/realsense2_camera_manager http://uav1-Default-string:38655/
[rosmaster.master][INFO] 2024-11-17 14:45:18,896: +SERVICE [/camera/aligned_depth_to_color/image_raw/theora/set_parameters] /camera/realsense2_camera_manager http://uav1-Default-string:38655/
[rosmaster.master][INFO] 2024-11-17 14:45:18,897: +PUB [/camera/aligned_depth_to_color/image_raw/theora/parameter_descriptions] /camera/realsense2_camera_manager http://uav1-Default-string:38655/
[rosmaster.master][INFO] 2024-11-17 14:45:18,897: +PUB [/camera/aligned_depth_to_color/image_raw/theora/parameter_updates] /camera/realsense2_camera_manager http://uav1-Default-string:38655/
[rosmaster.master][INFO] 2024-11-17 14:45:18,898: +PARAM [/camera/aligned_depth_to_color/image_raw/theora/optimize_for] by /camera/realsense2_camera_manager
[rosmaster.master][INFO] 2024-11-17 14:45:18,898: +PARAM [/camera/aligned_depth_to_color/image_raw/theora/target_bitrate] by /camera/realsense2_camera_manager
[rosmaster.master][INFO] 2024-11-17 14:45:18,898: +PARAM [/camera/aligned_depth_to_color/image_raw/theora/quality] by /camera/realsense2_camera_manager
[rosmaster.master][INFO] 2024-11-17 14:45:18,898: +PARAM [/camera/aligned_depth_to_color/image_raw/theora/keyframe_frequency] by /camera/realsense2_camera_manager
[rosmaster.master][INFO] 2024-11-17 14:45:18,899: +PARAM [/camera/aligned_depth_to_color/image_raw/theora/optimize_for] by /camera/realsense2_camera_manager
[rosmaster.master][INFO] 2024-11-17 14:45:18,899: +PARAM [/camera/aligned_depth_to_color/image_raw/theora/target_bitrate] by /camera/realsense2_camera_manager
[rosmaster.master][INFO] 2024-11-17 14:45:18,899: +PARAM [/camera/aligned_depth_to_color/image_raw/theora/quality] by /camera/realsense2_camera_manager
[rosmaster.master][INFO] 2024-11-17 14:45:18,899: +PARAM [/camera/aligned_depth_to_color/image_raw/theora/keyframe_frequency] by /camera/realsense2_camera_manager
[rosmaster.master][INFO] 2024-11-17 14:45:18,899: +PUB [/camera/aligned_depth_to_color/camera_info] /camera/realsense2_camera_manager http://uav1-Default-string:38655/
[rosmaster.master][INFO] 2024-11-17 14:45:18,900: +PUB [/camera/extrinsics/depth_to_color] /camera/realsense2_camera_manager http://uav1-Default-string:38655/
[rosmaster.master][INFO] 2024-11-17 14:45:18,997: +PUB [/camera/stereo_module/auto_exposure_roi/parameter_descriptions] /camera/realsense2_camera_manager http://uav1-Default-string:38655/
[rosmaster.master][INFO] 2024-11-17 14:45:18,999: +PUB [/camera/stereo_module/auto_exposure_roi/parameter_updates] /camera/realsense2_camera_manager http://uav1-Default-string:38655/
[rosmaster.master][INFO] 2024-11-17 14:45:19,001: +SERVICE [/camera/stereo_module/auto_exposure_roi/set_parameters] /camera/realsense2_camera_manager http://uav1-Default-string:38655/
[rosmaster.master][INFO] 2024-11-17 14:45:19,013: +PUB [/camera/rgb_camera/auto_exposure_roi/parameter_descriptions] /camera/realsense2_camera_manager http://uav1-Default-string:38655/
[rosmaster.master][INFO] 2024-11-17 14:45:19,015: +PUB [/camera/rgb_camera/auto_exposure_roi/parameter_updates] /camera/realsense2_camera_manager http://uav1-Default-string:38655/
[rosmaster.master][INFO] 2024-11-17 14:45:19,017: +SERVICE [/camera/rgb_camera/auto_exposure_roi/set_parameters] /camera/realsense2_camera_manager http://uav1-Default-string:38655/
[rosmaster.master][INFO] 2024-11-17 14:45:19,020: +SERVICE [/camera/realsense2_camera/device_info] /camera/realsense2_camera_manager http://uav1-Default-string:38655/
[rosmaster.master][INFO] 2024-11-17 14:45:34,072: -PUB [/rosout] /camera/realsense2_camera_manager http://uav1-Default-string:38655/
[rosmaster.master][INFO] 2024-11-17 14:45:34,073: -PUB [/camera/realsense2_camera_manager/bond] /camera/realsense2_camera_manager http://uav1-Default-string:38655/
[rosmaster.master][INFO] 2024-11-17 14:45:34,073: -PUB [/tf_static] /camera/realsense2_camera_manager http://uav1-Default-string:38655/
[rosmaster.master][INFO] 2024-11-17 14:45:34,074: -PUB [/tf] /camera/realsense2_camera_manager http://uav1-Default-string:38655/
[rosmaster.master][INFO] 2024-11-17 14:45:34,074: -PUB [/camera/stereo_module/parameter_descriptions] /camera/realsense2_camera_manager http://uav1-Default-string:38655/
[rosmaster.master][INFO] 2024-11-17 14:45:34,075: -PUB [/camera/stereo_module/parameter_updates] /camera/realsense2_camera_manager http://uav1-Default-string:38655/
[rosmaster.master][INFO] 2024-11-17 14:45:34,075: -PUB [/camera/rgb_camera/parameter_descriptions] /camera/realsense2_camera_manager http://uav1-Default-string:38655/
[rosmaster.master][INFO] 2024-11-17 14:45:34,075: -PUB [/camera/rgb_camera/parameter_updates] /camera/realsense2_camera_manager http://uav1-Default-string:38655/
[rosmaster.master][INFO] 2024-11-17 14:45:34,075: -PUB [/camera/motion_module/parameter_descriptions] /camera/realsense2_camera_manager http://uav1-Default-string:38655/
[rosmaster.master][INFO] 2024-11-17 14:45:34,076: -PUB [/camera/motion_module/parameter_updates] /camera/realsense2_camera_manager http://uav1-Default-string:38655/
[rosmaster.master][INFO] 2024-11-17 14:45:34,076: -PUB [/camera/align_to_color/parameter_descriptions] /camera/realsense2_camera_manager http://uav1-Default-string:38655/
[rosmaster.master][INFO] 2024-11-17 14:45:34,076: publisherUpdate[/rosout] -> http://uav1-Default-string:44401/ ['http://uav1-Default-string:42659/', 'http://uav1-Default-string:36117/']
[rosmaster.master][INFO] 2024-11-17 14:45:34,076: -PUB [/camera/align_to_color/parameter_updates] /camera/realsense2_camera_manager http://uav1-Default-string:38655/
[rosmaster.master][INFO] 2024-11-17 14:45:34,077: publisherUpdate[/rosout] -> http://uav1-Default-string:44401/ ['http://uav1-Default-string:42659/', 'http://uav1-Default-string:36117/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2024-11-17 14:45:34,077: -PUB [/diagnostics] /camera/realsense2_camera_manager http://uav1-Default-string:38655/
[rosmaster.master][INFO] 2024-11-17 14:45:34,077: publisherUpdate[/camera/realsense2_camera_manager/bond] -> http://uav1-Default-string:38655/ ['http://uav1-Default-string:36117/']
[rosmaster.master][INFO] 2024-11-17 14:45:34,077: -PUB [/camera/depth/image_rect_raw/compressedDepth] /camera/realsense2_camera_manager http://uav1-Default-string:38655/
[rosmaster.master][INFO] 2024-11-17 14:45:34,078: -PUB [/camera/depth/image_rect_raw/compressedDepth/parameter_descriptions] /camera/realsense2_camera_manager http://uav1-Default-string:38655/
[rosmaster.master][INFO] 2024-11-17 14:45:34,078: -PUB [/camera/depth/image_rect_raw/compressedDepth/parameter_updates] /camera/realsense2_camera_manager http://uav1-Default-string:38655/
[rosmaster.master][INFO] 2024-11-17 14:45:34,078: -PUB [/camera/depth/image_rect_raw/compressed] /camera/realsense2_camera_manager http://uav1-Default-string:38655/
[rosmaster.master][INFO] 2024-11-17 14:45:34,078: -PUB [/camera/depth/image_rect_raw/compressed/parameter_descriptions] /camera/realsense2_camera_manager http://uav1-Default-string:38655/
[rosmaster.master][INFO] 2024-11-17 14:45:34,079: -PUB [/camera/depth/image_rect_raw/compressed/parameter_updates] /camera/realsense2_camera_manager http://uav1-Default-string:38655/
[rosmaster.master][INFO] 2024-11-17 14:45:34,079: -PUB [/camera/depth/image_rect_raw] /camera/realsense2_camera_manager http://uav1-Default-string:38655/
[rosmaster.master][INFO] 2024-11-17 14:45:34,079: -PUB [/camera/depth/image_rect_raw/theora] /camera/realsense2_camera_manager http://uav1-Default-string:38655/
[rosmaster.master][INFO] 2024-11-17 14:45:34,079: -PUB [/camera/depth/image_rect_raw/theora/parameter_descriptions] /camera/realsense2_camera_manager http://uav1-Default-string:38655/
[rosmaster.master][INFO] 2024-11-17 14:45:34,080: -PUB [/camera/depth/image_rect_raw/theora/parameter_updates] /camera/realsense2_camera_manager http://uav1-Default-string:38655/
[rosmaster.master][INFO] 2024-11-17 14:45:34,080: -PUB [/camera/depth/camera_info] /camera/realsense2_camera_manager http://uav1-Default-string:38655/
[rosmaster.master][INFO] 2024-11-17 14:45:34,080: -PUB [/camera/depth/metadata] /camera/realsense2_camera_manager http://uav1-Default-string:38655/
[rosmaster.master][INFO] 2024-11-17 14:45:34,080: -PUB [/camera/color/image_raw/compressedDepth] /camera/realsense2_camera_manager http://uav1-Default-string:38655/
[rosmaster.master][INFO] 2024-11-17 14:45:34,080: -PUB [/camera/color/image_raw/compressedDepth/parameter_descriptions] /camera/realsense2_camera_manager http://uav1-Default-string:38655/
[rosmaster.master][INFO] 2024-11-17 14:45:34,081: -PUB [/camera/color/image_raw/compressedDepth/parameter_updates] /camera/realsense2_camera_manager http://uav1-Default-string:38655/
[rosmaster.master][INFO] 2024-11-17 14:45:34,081: -PUB [/camera/color/image_raw/compressed] /camera/realsense2_camera_manager http://uav1-Default-string:38655/
[rosmaster.master][INFO] 2024-11-17 14:45:34,081: -PUB [/camera/color/image_raw/compressed/parameter_descriptions] /camera/realsense2_camera_manager http://uav1-Default-string:38655/
[rosmaster.master][INFO] 2024-11-17 14:45:34,082: -PUB [/camera/color/image_raw/compressed/parameter_updates] /camera/realsense2_camera_manager http://uav1-Default-string:38655/
[rosmaster.master][INFO] 2024-11-17 14:45:34,082: -PUB [/camera/color/image_raw] /camera/realsense2_camera_manager http://uav1-Default-string:38655/
[rosmaster.master][INFO] 2024-11-17 14:45:34,082: -PUB [/camera/color/image_raw/theora] /camera/realsense2_camera_manager http://uav1-Default-string:38655/
[rosmaster.master][INFO] 2024-11-17 14:45:34,082: publisherUpdate[/camera/realsense2_camera_manager/bond] -> http://uav1-Default-string:38655/ ['http://uav1-Default-string:36117/']: sec=0.01, exception=<Fault -1: 'publisherUpdate: unknown method name'>
[rosmaster.master][INFO] 2024-11-17 14:45:34,083: -PUB [/camera/color/image_raw/theora/parameter_descriptions] /camera/realsense2_camera_manager http://uav1-Default-string:38655/
[rosmaster.master][INFO] 2024-11-17 14:45:34,083: -PUB [/camera/color/image_raw/theora/parameter_updates] /camera/realsense2_camera_manager http://uav1-Default-string:38655/
[rosmaster.threadpool][ERROR] 2024-11-17 14:45:34,084: Traceback (most recent call last):
  File "/opt/ros/melodic/lib/python2.7/dist-packages/rosmaster/threadpool.py", line 218, in run
    result = cmd(*args)
  File "/opt/ros/melodic/lib/python2.7/dist-packages/rosmaster/master_api.py", line 210, in publisher_update_task
    ret = xmlrpcapi(api).publisherUpdate('/master', topic, pub_uris)
  File "/usr/lib/python2.7/xmlrpclib.py", line 1243, in __call__
    return self.__send(self.__name, args)
  File "/usr/lib/python2.7/xmlrpclib.py", line 1602, in __request
    verbose=self.__verbose
  File "/usr/lib/python2.7/xmlrpclib.py", line 1283, in request
    return self.single_request(host, handler, request_body, verbose)
  File "/usr/lib/python2.7/xmlrpclib.py", line 1316, in single_request
    return self.parse_response(response)
  File "/usr/lib/python2.7/xmlrpclib.py", line 1493, in parse_response
    return u.close()
  File "/usr/lib/python2.7/xmlrpclib.py", line 800, in close
    raise Fault(**self._stack[0])
Fault: <Fault -1: 'publisherUpdate: unknown method name'>

[rosmaster.master][INFO] 2024-11-17 14:45:34,084: publisherUpdate[/camera/realsense2_camera_manager/bond] -> http://uav1-Default-string:36117/ ['http://uav1-Default-string:36117/']
[rosmaster.master][INFO] 2024-11-17 14:45:34,084: publisherUpdate[/camera/realsense2_camera_manager/bond] -> http://uav1-Default-string:36117/ ['http://uav1-Default-string:36117/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2024-11-17 14:45:34,085: -PUB [/camera/color/camera_info] /camera/realsense2_camera_manager http://uav1-Default-string:38655/
[rosmaster.master][INFO] 2024-11-17 14:45:34,085: -PUB [/camera/color/metadata] /camera/realsense2_camera_manager http://uav1-Default-string:38655/
[rosmaster.master][INFO] 2024-11-17 14:45:34,085: -PUB [/camera/aligned_depth_to_color/image_raw/compressedDepth] /camera/realsense2_camera_manager http://uav1-Default-string:38655/
[rosmaster.master][INFO] 2024-11-17 14:45:34,086: -PUB [/camera/aligned_depth_to_color/image_raw/compressedDepth/parameter_descriptions] /camera/realsense2_camera_manager http://uav1-Default-string:38655/
[rosmaster.master][INFO] 2024-11-17 14:45:34,086: -PUB [/camera/aligned_depth_to_color/image_raw/compressedDepth/parameter_updates] /camera/realsense2_camera_manager http://uav1-Default-string:38655/
[rosmaster.master][INFO] 2024-11-17 14:45:34,086: -PUB [/camera/aligned_depth_to_color/image_raw/compressed] /camera/realsense2_camera_manager http://uav1-Default-string:38655/
[rosmaster.master][INFO] 2024-11-17 14:45:34,087: -PUB [/camera/aligned_depth_to_color/image_raw/compressed/parameter_descriptions] /camera/realsense2_camera_manager http://uav1-Default-string:38655/
[rosmaster.master][INFO] 2024-11-17 14:45:34,087: -PUB [/camera/aligned_depth_to_color/image_raw/compressed/parameter_updates] /camera/realsense2_camera_manager http://uav1-Default-string:38655/
[rosmaster.master][INFO] 2024-11-17 14:45:34,087: -PUB [/camera/aligned_depth_to_color/image_raw] /camera/realsense2_camera_manager http://uav1-Default-string:38655/
[rosmaster.master][INFO] 2024-11-17 14:45:34,087: -PUB [/camera/aligned_depth_to_color/image_raw/theora] /camera/realsense2_camera_manager http://uav1-Default-string:38655/
[rosmaster.master][INFO] 2024-11-17 14:45:34,088: -PUB [/camera/aligned_depth_to_color/image_raw/theora/parameter_descriptions] /camera/realsense2_camera_manager http://uav1-Default-string:38655/
[rosmaster.master][INFO] 2024-11-17 14:45:34,088: -PUB [/camera/aligned_depth_to_color/image_raw/theora/parameter_updates] /camera/realsense2_camera_manager http://uav1-Default-string:38655/
[rosmaster.master][INFO] 2024-11-17 14:45:34,088: -PUB [/camera/aligned_depth_to_color/camera_info] /camera/realsense2_camera_manager http://uav1-Default-string:38655/
[rosmaster.master][INFO] 2024-11-17 14:45:34,088: -PUB [/camera/extrinsics/depth_to_color] /camera/realsense2_camera_manager http://uav1-Default-string:38655/
[rosmaster.master][INFO] 2024-11-17 14:45:34,089: -PUB [/camera/stereo_module/auto_exposure_roi/parameter_descriptions] /camera/realsense2_camera_manager http://uav1-Default-string:38655/
[rosmaster.master][INFO] 2024-11-17 14:45:34,089: -PUB [/camera/stereo_module/auto_exposure_roi/parameter_updates] /camera/realsense2_camera_manager http://uav1-Default-string:38655/
[rosmaster.master][INFO] 2024-11-17 14:45:34,089: -PUB [/camera/rgb_camera/auto_exposure_roi/parameter_descriptions] /camera/realsense2_camera_manager http://uav1-Default-string:38655/
[rosmaster.master][INFO] 2024-11-17 14:45:34,089: -PUB [/camera/rgb_camera/auto_exposure_roi/parameter_updates] /camera/realsense2_camera_manager http://uav1-Default-string:38655/
[rosmaster.master][INFO] 2024-11-17 14:45:34,090: -SUB [/camera/realsense2_camera_manager/bond] /camera/realsense2_camera_manager http://uav1-Default-string:38655/
[rosmaster.master][INFO] 2024-11-17 14:45:34,090: -SERVICE [/camera/realsense2_camera_manager/get_loggers] /camera/realsense2_camera_manager rosrpc://uav1-Default-string:44677
[rosmaster.master][INFO] 2024-11-17 14:45:34,090: -SERVICE [/camera/realsense2_camera_manager/set_logger_level] /camera/realsense2_camera_manager rosrpc://uav1-Default-string:44677
[rosmaster.master][INFO] 2024-11-17 14:45:34,091: -SERVICE [/camera/realsense2_camera_manager/load_nodelet] /camera/realsense2_camera_manager rosrpc://uav1-Default-string:44677
[rosmaster.master][INFO] 2024-11-17 14:45:34,091: -SERVICE [/camera/realsense2_camera_manager/unload_nodelet] /camera/realsense2_camera_manager rosrpc://uav1-Default-string:44677
[rosmaster.master][INFO] 2024-11-17 14:45:34,091: -SERVICE [/camera/realsense2_camera_manager/list] /camera/realsense2_camera_manager rosrpc://uav1-Default-string:44677
[rosmaster.master][INFO] 2024-11-17 14:45:34,092: -SERVICE [/camera/enable] /camera/realsense2_camera_manager rosrpc://uav1-Default-string:44677
[rosmaster.master][INFO] 2024-11-17 14:45:34,092: -SERVICE [/camera/realsense2_camera/reset] /camera/realsense2_camera_manager rosrpc://uav1-Default-string:44677
[rosmaster.master][INFO] 2024-11-17 14:45:34,092: -SERVICE [/camera/stereo_module/set_parameters] /camera/realsense2_camera_manager rosrpc://uav1-Default-string:44677
[rosmaster.master][INFO] 2024-11-17 14:45:34,093: -SERVICE [/camera/rgb_camera/set_parameters] /camera/realsense2_camera_manager rosrpc://uav1-Default-string:44677
[rosmaster.master][INFO] 2024-11-17 14:45:34,093: -SERVICE [/camera/motion_module/set_parameters] /camera/realsense2_camera_manager rosrpc://uav1-Default-string:44677
[rosmaster.master][INFO] 2024-11-17 14:45:34,093: -SERVICE [/camera/align_to_color/set_parameters] /camera/realsense2_camera_manager rosrpc://uav1-Default-string:44677
[rosmaster.master][INFO] 2024-11-17 14:45:34,093: -SERVICE [/camera/depth/image_rect_raw/compressedDepth/set_parameters] /camera/realsense2_camera_manager rosrpc://uav1-Default-string:44677
[rosmaster.master][INFO] 2024-11-17 14:45:34,094: -SERVICE [/camera/depth/image_rect_raw/compressed/set_parameters] /camera/realsense2_camera_manager rosrpc://uav1-Default-string:44677
[rosmaster.master][INFO] 2024-11-17 14:45:34,094: -SERVICE [/camera/depth/image_rect_raw/theora/set_parameters] /camera/realsense2_camera_manager rosrpc://uav1-Default-string:44677
[rosmaster.master][INFO] 2024-11-17 14:45:34,094: -SERVICE [/camera/color/image_raw/compressedDepth/set_parameters] /camera/realsense2_camera_manager rosrpc://uav1-Default-string:44677
[rosmaster.master][INFO] 2024-11-17 14:45:34,094: -SERVICE [/camera/color/image_raw/compressed/set_parameters] /camera/realsense2_camera_manager rosrpc://uav1-Default-string:44677
[rosmaster.master][INFO] 2024-11-17 14:45:34,095: -SERVICE [/camera/color/image_raw/theora/set_parameters] /camera/realsense2_camera_manager rosrpc://uav1-Default-string:44677
[rosmaster.master][INFO] 2024-11-17 14:45:34,095: -SERVICE [/camera/aligned_depth_to_color/image_raw/compressedDepth/set_parameters] /camera/realsense2_camera_manager rosrpc://uav1-Default-string:44677
[rosmaster.master][INFO] 2024-11-17 14:45:34,095: -SERVICE [/camera/aligned_depth_to_color/image_raw/compressed/set_parameters] /camera/realsense2_camera_manager rosrpc://uav1-Default-string:44677
[rosmaster.master][INFO] 2024-11-17 14:45:34,095: -SERVICE [/camera/aligned_depth_to_color/image_raw/theora/set_parameters] /camera/realsense2_camera_manager rosrpc://uav1-Default-string:44677
[rosmaster.master][INFO] 2024-11-17 14:45:34,095: -SERVICE [/camera/stereo_module/auto_exposure_roi/set_parameters] /camera/realsense2_camera_manager rosrpc://uav1-Default-string:44677
[rosmaster.master][INFO] 2024-11-17 14:45:34,096: -SERVICE [/camera/rgb_camera/auto_exposure_roi/set_parameters] /camera/realsense2_camera_manager rosrpc://uav1-Default-string:44677
[rosmaster.master][INFO] 2024-11-17 14:45:34,096: -SERVICE [/camera/realsense2_camera/device_info] /camera/realsense2_camera_manager rosrpc://uav1-Default-string:44677
[rosmaster.master][INFO] 2024-11-17 14:45:34,096: -CACHEDPARAM [/camera/realsense2_camera_manager/diagnostic_period] by /camera/realsense2_camera_manager
[rosmaster.master][INFO] 2024-11-17 14:45:34,097: -CACHEDPARAM [/rosout_disable_topics_generation] by /camera/realsense2_camera_manager
[rosmaster.master][INFO] 2024-11-17 14:45:34,285: -PUB [/rosout] /camera/realsense2_camera http://uav1-Default-string:36117/
[rosmaster.master][INFO] 2024-11-17 14:45:34,285: publisherUpdate[/rosout] -> http://uav1-Default-string:44401/ ['http://uav1-Default-string:42659/']
